"area"	"name"	"title"	"intent"	"description"	"related_areas"	"jurisdictions"	"procedures"	"phases"	"client_sides"	"deliverables"	"triggers"	"exclusions"	"required_inputs"	"alternatives"	"official_sources"	"legal_cutoff"	"review_status"	"risk_level"	"path"
"Aeronáutico"	"aeronautico-acao-contra-companhia-aerea-por-escala-14a63526"	"Ação contra Companhia Aérea por Escala Perdida (Conexão Perdida)"	"acao contra companhia aerea por escala 14a63526"	"Gera petição inicial para ação indenizatória por perda de escala/conexão em voo, com fundamento no Código de Defesa do Consumidor (Lei 8.078/1990), na Resolução ANAC n. 400/2016 e na Convenção de Montreal (Decreto 5.910/2006). Abrange situações em que o atraso no voo de origem causou a perda da conexão, resultando em danos materiais (nova hospedagem, alimentação, nova passagem, reembolso de serviços no destino) e danos morais, com análise sobre responsabilidade única da operadora quando os voos são vendidos no mesmo bilhete. Use esta skill quando a solicitação envolver Ação contra Companhia Aérea por Escala Perdida (Conexão Perdida)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-acao-contra-companhia-aerea-por-escala-14a63526/SKILL.md"
"Aeronáutico"	"aeronautico-acao-de-cobranca-de-milhas-e-pontos-ca-573da898"	"Ação de Cobrança de Milhas e Pontos (Cancelamento/Expiração Indevida)"	"acao de cobranca de milhas e pontos ca 573da898"	"Gera petição inicial para ação de cobrança ou indenizatória por cancelamento ou expiração indevida de milhas, pontos ou benefícios em programas de fidelidade de companhias aéreas. Abrange situações de expiração sem prévia comunicação adequada, cancelamento unilateral do programa, alteração retroativa das regras de expiração, recusa de resgate de milhas válidas e encerramento de conta com saldo ativo. Fundamenta-se no CDC (Lei 8.078/1990), no Código Civil (arts. 422, 475) e nas normas regulatórias de programas de fidelidade. Use esta skill quando a solicitação envolver Ação de Cobrança de Milhas e Pontos (Cancelamento/Expiração Indevida)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-acao-de-cobranca-de-milhas-e-pontos-ca-573da898/SKILL.md"
"Aeronáutico"	"aeronautico-acao-de-indenizacao-por-acidente-aereo-2bd4e0b8"	"Ação de Indenização por Acidente Aéreo (Vítimas e Familiares)"	"acao de indenizacao por acidente aereo 2bd4e0b8"	"Gera petição inicial para ação indenizatória por danos decorrentes de acidente aéreo, incluindo morte, lesão corporal grave, invalidez permanente ou danos psicológicos. Abrange tanto as vítimas diretas (sobreviventes) quanto os familiares (cônjuge, filhos, pais, irmãos) em casos de óbito. Fundamenta-se no Código Brasileiro de Aeronáutica (Lei 7.565/1986), na Convenção de Montreal (Decreto 5.910/2006), no Código Civil (arts. 186, 927, 948, 949, 950, 944 e 945) e no CDC (Lei 8.078/1990), com análise do regime de responsabilidade objetiva e dos limites indenizatórios aplicáveis. Use esta skill em demandas indenizatórias decorrentes de acidente aéreo propostas pela vítima direta ou por familiares."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-acao-de-indenizacao-por-acidente-aereo-2bd4e0b8/SKILL.md"
"Aeronáutico"	"aeronautico-acao-de-reembolso-de-passagem-recusa-i-44c4f2d4"	"Ação de Reembolso de Passagem (Recusa Indevida de Reembolso)"	"acao de reembolso de passagem recusa i 44c4f2d4"	"Gera petição inicial para ação de cobrança de reembolso de passagem aérea indevidamente recusado pela companhia, abrangendo tanto situações em que a companhia cancelou o voo e se recusou a reembolsar quanto situações em que o passageiro desistiu da viagem e a companhia negou o reembolso em desacordo com as normas da Resolução ANAC n. 400/2016 e do CDC. Também cobre cobranças de taxas de cancelamento abusivas e a recusa de reembolso de tarifas aeroportuárias e de embarque quando o serviço não foi prestado. Use esta skill quando a solicitação envolver Ação de Reembolso de Passagem (Recusa Indevida de Reembolso)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-acao-de-reembolso-de-passagem-recusa-i-44c4f2d4/SKILL.md"
"Aeronáutico"	"aeronautico-habeas-data-contra-companhia-aerea-dad-8bcd0ccd"	"Habeas Data contra Companhia Aérea (Dados de Passageiro)"	"habeas data contra companhia aerea dad 8bcd0ccd"	"Gera petição inicial para ação de habeas data contra companhia aérea para acesso, retificação ou exclusão de dados pessoais do passageiro mantidos nos sistemas da empresa, com fundamento na CF/88 (art. 5º, LXXII), na Lei do Habeas Data (Lei 9.507/1992), na Lei Geral de Proteção de Dados Pessoais (LGPD — Lei 13.709/2018) e no CDC. Abrange situações de negativa de acesso a dados de histórico de voos, dados de programa de fidelidade, dados cadastrais, dados de segurança e situações em que a companhia compartilhou dados indevidamente com terceiros ou com autoridades estrangeiras sem consentimento. Use esta skill para avaliar a via processual e redigir a medida adequada para dados de passageiro."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-habeas-data-contra-companhia-aerea-dad-8bcd0ccd/SKILL.md"
"Aeronáutico"	"aeronautico-indenizacao-por-atraso-de-voo"	"Indenização por Atraso de Voo"	"indenizacao por atraso de voo"	"Gera petição inicial para ação indenizatória por atraso de voo, com fundamento no Código de Defesa do Consumidor (Lei 8.078/1990), na Resolução ANAC n. 400/2016 e na Convenção de Montreal (Decreto 5.910/2006), pleiteando danos materiais e morais decorrentes da falha na prestação do serviço aéreo. Use esta skill quando a solicitação envolver Indenização por Atraso de Voo."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-indenizacao-por-atraso-de-voo/SKILL.md"
"Aeronáutico"	"aeronautico-indenizacao-por-cancelamento-de-voo"	"Indenização por Cancelamento de Voo"	"indenizacao por cancelamento de voo"	"Gera petição inicial para ação indenizatória por cancelamento de voo, com fundamento no Código de Defesa do Consumidor (Lei 8.078/1990), na Resolução ANAC n. 400/2016 e na Convenção de Montreal (Decreto 5.910/2006), pleiteando danos materiais (reacomodação, hospedagem, alimentação) e morais, com opção de ajuizamento no JECível ou na Vara Cível comum. Use esta skill quando a solicitação envolver Indenização por Cancelamento de Voo."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-indenizacao-por-cancelamento-de-voo/SKILL.md"
"Aeronáutico"	"aeronautico-indenizacao-por-extravio-de-bagagem"	"Indenização por Extravio de Bagagem"	"indenizacao por extravio de bagagem"	"Gera petição inicial para ação indenizatória por extravio, avaria ou furto de bagagem em voo, com fundamento no Código de Defesa do Consumidor (Lei 8.078/1990), na Resolução ANAC n. 400/2016 e na Convenção de Montreal (Decreto 5.910/2006), pleiteando danos materiais pelo conteúdo da bagagem e danos morais pela frustração e transtornos sofridos. Use esta skill quando a solicitação envolver Indenização por Extravio de Bagagem."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-indenizacao-por-extravio-de-bagagem/SKILL.md"
"Aeronáutico"	"aeronautico-indenizacao-por-negativa-de-embarque"	"Indenização por Negativa de Embarque"	"indenizacao por negativa de embarque"	"Gera petição inicial para ação indenizatória por negativa de embarque injustificada (distinta do overbooking), abrangendo situações como negativa por suposto comportamento inadequado, falha no sistema de check-in, documentação exigida indevidamente, discriminação ou cancelamento unilateral do bilhete sem fundamento. Fundamento no CDC (Lei 8.078/1990), na Resolução ANAC n. 400/2016 e no Código Brasileiro de Aeronáutica (Lei 7.565/1986). Use esta skill quando a solicitação envolver Indenização por Negativa de Embarque."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-indenizacao-por-negativa-de-embarque/SKILL.md"
"Aeronáutico"	"aeronautico-indenizacao-por-overbooking"	"Indenização por Overbooking"	"indenizacao por overbooking"	"Gera petição inicial para ação indenizatória por overbooking (preterição de embarque por excesso de vendas de passagens), com fundamento no Código de Defesa do Consumidor (Lei 8.078/1990) e na Resolução ANAC n. 400/2016, pleiteando danos materiais, morais e eventuais indenizações tarifadas previstas na resolução, além de responsabilizar a companhia pela prática abusiva. Use esta skill quando a solicitação envolver Indenização por Overbooking."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-indenizacao-por-overbooking/SKILL.md"
"Aeronáutico"	"aeronautico-recurso-anac-impugnacao-de-multa-administrativa"	"Recurso ANAC — Impugnação de Multa Administrativa"	"recurso anac impugnacao de multa administrativa"	"Gera recurso administrativo para impugnar autuações e multas aplicadas pela ANAC (Agência Nacional de Aviação Civil) a companhias aéreas, operadores aéreos, aeroclubes, escolas de aviação, pilotos, mecânicos de aeronaves (AME) e demais pessoas físicas ou jurídicas sujeitas à fiscalização da agência. Abrange infrações ao Código Brasileiro de Aeronáutica (Lei 7.565/1986), ao RBAC (Regulamento Brasileiro de Aviação Civil), às resoluções ANAC e ao RBHA, com fundamentação no processo administrativo federal (Lei 9.784/1999) e nos princípios do devido processo legal administrativo. Use esta skill quando a solicitação envolver Recurso ANAC — Impugnação de Multa Administrativa."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-recurso-anac-impugnacao-de-multa-administrativa/SKILL.md"
"Aeronáutico"	"aeronautico-recurso-no-jecrim-infracao-aeronautica"	"Recurso no JECrim — Infração Aeronáutica"	"recurso no jecrim infracao aeronautica"	"Gera recurso inominado no Juizado Especial Criminal (JECrim) para casos envolvendo condutas em ambiente aeroportuário ou aeronáutico tipificadas como infrações penais de menor potencial ofensivo, como perturbação da ordem em aeroporto, desacato a agentes de segurança, recusa de submissão a controle de segurança, ou infrações praticadas a bordo de aeronave. Fundamento no Código Brasileiro de Aeronáutica (Lei 7.565/1986), na Lei 9.099/1995 e no Código Penal. Use esta skill quando a solicitação envolver Recurso no JECrim — Infração Aeronáutica."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Aeronáutico/aeronautico-recurso-no-jecrim-infracao-aeronautica/SKILL.md"
"Agrário"	"agrario-contrato-de-arrendamento-e-parceria-agricola"	"Contrato de Arrendamento e Parceria Agrícola"	"contrato de arrendamento e parceria agricola"	"Gera contratos de arrendamento rural e de parceria agrícola em conformidade com o Estatuto da Terra (Lei 4.504/1964) e o Decreto 59.566/1966, assegurando cláusulas obrigatórias, prazo mínimo legal, preço máximo de arrendamento e percentuais de partilha da produção nas parcerias. Use esta skill quando a solicitação envolver Contrato de Arrendamento e Parceria Agrícola."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Agrário/agrario-contrato-de-arrendamento-e-parceria-agricola/SKILL.md"
"Agrário"	"agrario-defesa-em-desapropriacao-rural"	"Defesa em Desapropriação Rural"	"defesa em desapropriacao rural"	"Gera contestação e peças de defesa em ação de desapropriação rural para fins de reforma agrária, com fundamento na Lei Complementar 76/1993, no Decreto-Lei 3.365/1941 e na CF/88, contestando vícios do decreto expropriatório, impugnando o laudo de avaliação do expropriante e requerendo justa indenização, incluindo honorários advocatícios de sucumbência. Use esta skill quando a solicitação envolver Defesa em Desapropriação Rural."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Agrário/agrario-defesa-em-desapropriacao-rural/SKILL.md"
"Agrário"	"agrario-indenizacao-por-desapropriacao-indireta-rural"	"Indenização por Desapropriação Indireta Rural"	"indenizacao por desapropriacao indireta rural"	"Gera petição inicial de ação de desapropriação indireta (apossamento administrativo), para reparação de proprietário rural cujo imóvel foi ocupado pelo Poder Público sem o devido processo expropriatório, com fundamento no Decreto-Lei 3.365/1941, no Código Civil e na jurisprudência do STJ, pleiteando indenização pelo valor de mercado do imóvel, benfeitorias, lucros cessantes, juros compensatórios e honorários. Use esta skill quando a solicitação envolver Indenização por Desapropriação Indireta Rural."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Agrário/agrario-indenizacao-por-desapropriacao-indireta-rural/SKILL.md"
"Agrário"	"agrario-inventario-de-imovel-rural"	"Inventário de Imóvel Rural"	"inventario de imovel rural"	"Gera roteiro jurídico e peças processuais para o inventário de imóvel rural, abrangendo os aspectos específicos do direito agrário: regularidade do CCIR, georreferenciamento, CAR, ITR, condição de herdeiro-agricultor, partilha respeitando o princípio da indivisibilidade das áreas menores que o módulo fiscal, e eventuais questões de usucapião entre herdeiros. Use esta skill quando a solicitação envolver Inventário de Imóvel Rural."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Agrário/agrario-inventario-de-imovel-rural/SKILL.md"
"Agrário"	"agrario-regularizacao-fundiaria-rural"	"Regularização Fundiária Rural"	"regularizacao fundiaria rural"	"Gera parecer jurídico e roteiro de providências para regularização fundiária de imóvel rural, abrangendo análise da cadeia dominial, identificação de vícios de registro, procedimentos perante o INCRA, SIGEF e Cartório de Registro de Imóveis, com base no Estatuto da Terra (Lei 4.504/1964), na Lei 13.465/2017 e na legislação do INCRA. Use esta skill quando a solicitação envolver Regularização Fundiária Rural."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Agrário/agrario-regularizacao-fundiaria-rural/SKILL.md"
"Agrário"	"agrario-reintegracao-de-posse-rural"	"Reintegração de Posse Rural"	"reintegracao de posse rural"	"Gera petição inicial de reintegração de posse de imóvel rural, com fundamento no Código de Processo Civil (arts. 554-568) e no Código Civil (arts. 1.196-1.210), para recuperar a posse de área esbulhada por terceiros, incluindo requerimento de liminar inaudita altera parte quando presentes os requisitos legais. Use esta skill quando a solicitação envolver Reintegração de Posse Rural."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Agrário/agrario-reintegracao-de-posse-rural/SKILL.md"
"Agrário"	"agrario-usucapiao-rural-pro-labore"	"Usucapião Rural (Pro Labore)"	"usucapiao rural pro labore"	"Gera petição inicial de usucapião rural (pro labore), com fundamento no art. 191 da CF/88 e no art. 1.239 do Código Civil, destinada ao reconhecimento judicial da propriedade de imóvel rural pelo possuidor que o trabalha com sua família, sem oposição, pelo prazo legal exigido. Use esta skill quando a solicitação envolver Usucapião Rural (Pro Labore)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Agrário/agrario-usucapiao-rural-pro-labore/SKILL.md"
"Ambiental"	"ambiental-acao-civil-publica-ambiental-dano-coletivo"	"Ação Civil Pública Ambiental (Dano Coletivo)"	"acao civil publica ambiental dano coletivo"	"Gera petição inicial completa de Ação Civil Pública Ambiental para tutela de interesses difusos e coletivos em casos de dano ambiental coletivo, com pedidos de tutela de urgência, obrigações de fazer/não fazer, reparação integral do dano e indenização por dano moral coletivo, fundamentada na Lei 7.347/85, Lei 6.938/81, Lei 9.605/98 e CF/88 art. 225. Use esta skill quando a solicitação envolver Ação Civil Pública Ambiental (Dano Coletivo)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Ambiental/ambiental-acao-civil-publica-ambiental-dano-coletivo/SKILL.md"
"Ambiental"	"ambiental-acao-de-indenizacao-por-dano-ambiental-i-401cbc0a"	"Ação de Indenização por Dano Ambiental Individual (Vizinhança)"	"acao de indenizacao por dano ambiental i 401cbc0a"	"Gera petição inicial completa de ação indenizatória individual por dano ambiental causado por vizinho ou empreendimento próximo, como poluição sonora, hídrica, atmosférica, contaminação de solo, mau cheiro, geração excessiva de resíduos ou supressão indevida de vegetação que cause danos concretos à saúde, ao patrimônio ou à qualidade de vida do autor, fundamentada na Lei 6.938/81, CC arts. 1.277-1.282 (direito de vizinhança), Lei 9.605/98 e CF/88 art. 225. Use esta skill quando a solicitação envolver Ação de Indenização por Dano Ambiental Individual (Vizinhança)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Ambiental/ambiental-acao-de-indenizacao-por-dano-ambiental-i-401cbc0a/SKILL.md"
"Ambiental"	"ambiental-acao-de-indenizacao-por-dano-ambiental"	"Ação de Indenização por Dano Ambiental"	"acao de indenizacao por dano ambiental"	"Gera petição inicial completa de ação de indenização por dano ambiental (individual ou coletiva), com base na responsabilidade objetiva do art. 14, §1º, da Lei 6.938/81, combinada com os arts. 186, 927 e 944 do Código Civil e o art. 225 da CF/88, pleiteando reparação in natura, compensação ecológica e indenização por danos materiais e morais (individuais ou difusos). Use esta skill quando a solicitação envolver Ação de Indenização por Dano Ambiental."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Ambiental/ambiental-acao-de-indenizacao-por-dano-ambiental/SKILL.md"
"Ambiental"	"ambiental-acao-de-regularizacao-de-reserva-legal-car"	"Ação de Regularização de Reserva Legal (CAR)"	"acao de regularizacao de reserva legal car"	"Gera petição e orientação completa para regularização de Reserva Legal perante o órgão ambiental competente via Cadastro Ambiental Rural (CAR), incluindo requerimento de inscrição/retificação no SICAR, pedido de Programa de Regularização Ambiental (PRA) e, se necessário, impugnação de exigências administrativas indevidas, fundamentada no Código Florestal (Lei 12.651/2012), no Decreto 7.830/2012 e na legislação estadual correlata. Use esta skill quando a solicitação envolver Ação de Regularização de Reserva Legal (CAR)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Ambiental/ambiental-acao-de-regularizacao-de-reserva-legal-car/SKILL.md"
"Ambiental"	"ambiental-auditoria-ambiental-e-compliance"	"Auditoria Ambiental e Compliance"	"auditoria ambiental e compliance"	"Gera relatório de auditoria ambiental jurídica e plano de compliance ambiental para empresas, identificando passivos ambientais, riscos legais, adequação ao licenciamento, conformidade com o Código Florestal (Lei 12.651/2012), PNMA (Lei 6.938/81) e PNRS (Lei 12.305/2010), com mapa de riscos e plano de ação para regularização. Use esta skill quando a solicitação envolver Auditoria Ambiental e Compliance."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Ambiental/ambiental-auditoria-ambiental-e-compliance/SKILL.md"
